"Pair.Name","Ligand.ApprovedSymbol","Receptor.ApprovedSymbol","Mouse_LigandSym","Mouse_RecSym","Mouse.Pairs"
"Fgf2_Nrp1","Fgf2","Nrp1","Fgf2","Nrp1","Fgf2_Nrp1"
"Fgf2_Sdc1","Fgf2","Sdc1","Fgf2","Sdc1","Fgf2_Sdc1"
"Fgf2_Sdc2","Fgf2","Sdc2","Fgf2","Sdc2","Fgf2_Sdc2"
"Fgf2_Sdc3","Fgf2","Sdc3","Fgf2","Sdc3","Fgf2_Sdc3"
"Fgf2_Sdc4","Fgf2","Sdc4","Fgf2","Sdc4","Fgf2_Sdc4"
"Fgf3_Fgfr1","Fgf3","Fgfr1","Fgf3","Fgfr1","Fgf3_Fgfr1"
"Fgf3_Fgfr2","Fgf3","Fgfr2","Fgf3","Fgfr2","Fgf3_Fgfr2"
"Fgf3_Fgfr3","Fgf3","Fgfr3","Fgf3","Fgfr3","Fgf3_Fgfr3"
"Fgf3_Fgfr4","Fgf3","Fgfr4","Fgf3","Fgfr4","Fgf3_Fgfr4"
"Fgf4_Fgfr1","Fgf4","Fgfr1","Fgf4","Fgfr1","Fgf4_Fgfr1"
"Fgf4_Fgfr2","Fgf4","Fgfr2","Fgf4","Fgfr2","Fgf4_Fgfr2"
"Fgf4_Fgfr3","Fgf4","Fgfr3","Fgf4","Fgfr3","Fgf4_Fgfr3"
"Fgf4_Fgfr4","Fgf4","Fgfr4","Fgf4","Fgfr4","Fgf4_Fgfr4"
"Fgf4_Nrp1","Fgf4","Nrp1","Fgf4","Nrp1","Fgf4_Nrp1"
"Fgf5_Fgfr1","Fgf5","Fgfr1","Fgf5","Fgfr1","Fgf5_Fgfr1"
"Fgf5_Fgfr2","Fgf5","Fgfr2","Fgf5","Fgfr2","Fgf5_Fgfr2"
"Fgf5_Fgfr3","Fgf5","Fgfr3","Fgf5","Fgfr3","Fgf5_Fgfr3"
"Fgf5_Fgfr4","Fgf5","Fgfr4","Fgf5","Fgfr4","Fgf5_Fgfr4"
"Fgf6_Fgfr1","Fgf6","Fgfr1","Fgf6","Fgfr1","Fgf6_Fgfr1"
"Fgf6_Fgfr2","Fgf6","Fgfr2","Fgf6","Fgfr2","Fgf6_Fgfr2"
"Fgf6_Fgfr3","Fgf6","Fgfr3","Fgf6","Fgfr3","Fgf6_Fgfr3"
"Fgf6_Fgfr4","Fgf6","Fgfr4","Fgf6","Fgfr4","Fgf6_Fgfr4"
"Fgf6_Sdc4","Fgf6","Sdc4","Fgf6","Sdc4","Fgf6_Sdc4"
"Fgf7_Fgfr1","Fgf7","Fgfr1","Fgf7","Fgfr1","Fgf7_Fgfr1"
"Fgf7_Fgfr2","Fgf7","Fgfr2","Fgf7","Fgfr2","Fgf7_Fgfr2"
"Fgf7_Fgfr3","Fgf7","Fgfr3","Fgf7","Fgfr3","Fgf7_Fgfr3"
"Fgf7_Fgfr4","Fgf7","Fgfr4","Fgf7","Fgfr4","Fgf7_Fgfr4"
"Fgf7_Nrp1","Fgf7","Nrp1","Fgf7","Nrp1","Fgf7_Nrp1"
"Fgf8_Fgfr1","Fgf8","Fgfr1","Fgf8","Fgfr1","Fgf8_Fgfr1"
"Fgf8_Fgfr2","Fgf8","Fgfr2","Fgf8","Fgfr2","Fgf8_Fgfr2"
"Fgf8_Fgfr3","Fgf8","Fgfr3","Fgf8","Fgfr3","Fgf8_Fgfr3"
"Fgf8_Fgfr4","Fgf8","Fgfr4","Fgf8","Fgfr4","Fgf8_Fgfr4"
"Fgf9_Fgfr1","Fgf9","Fgfr1","Fgf9","Fgfr1","Fgf9_Fgfr1"
"Fgf9_Fgfr2","Fgf9","Fgfr2","Fgf9","Fgfr2","Fgf9_Fgfr2"
"Fgf9_Fgfr3","Fgf9","Fgfr3","Fgf9","Fgfr3","Fgf9_Fgfr3"
"Fgf9_Fgfr4","Fgf9","Fgfr4","Fgf9","Fgfr4","Fgf9_Fgfr4"
"Fgg_Itga2b","Fgg","Itga2b","Fgg","Itga2b","Fgg_Itga2b"
"Fgg_Itga5","Fgg","Itga5","Fgg","Itga5","Fgg_Itga5"
"Fgg_Itgav","Fgg","Itgav","Fgg","Itgav","Fgg_Itgav"
"Fgg_Itgb1","Fgg","Itgb1","Fgg","Itgb1","Fgg_Itgb1"
"Fgg_Itgb2","Fgg","Itgb2","Fgg","Itgb2l","Fgg_Itgb2l"
"Fgg_Itgb2","Fgg","Itgb2","Fgg","Itgb2","Fgg_Itgb2"
"Fgl1_Egfr","Fgl1","Egfr","Fgl1","Egfr","Fgl1_Egfr"
"Figf_Flt1","Figf","Flt1",NA,"Flt1","NA_Flt1"
"Figf_Flt4","Figf","Flt4",NA,"Flt4","NA_Flt4"
"Figf_Itga1","Figf","Itga1",NA,"Itga1","NA_Itga1"
"Figf_Itga2","Figf","Itga2",NA,"Itga2","NA_Itga2"
"Figf_Itga4","Figf","Itga4",NA,"Itga4","NA_Itga4"
"Figf_Itga5","Figf","Itga5",NA,"Itga5","NA_Itga5"
"Figf_Itga9","Figf","Itga9",NA,"Itga9","NA_Itga9"
"Figf_Itgb1","Figf","Itgb1",NA,"Itgb1","NA_Itgb1"
"Figf_Kdr","Figf","Kdr",NA,"Kdr","NA_Kdr"
"Figf_Nrp2","Figf","Nrp2",NA,"Nrp2","NA_Nrp2"
"Flt3lg_Flt3","Flt3lg","Flt3","Flt3l","Flt3","Flt3l_Flt3"
"Fn1_C5ar1","Fn1","C5ar1","Fn1","C5ar1","Fn1_C5ar1"
"Fn1_Cd44","Fn1","Cd44","Fn1","Cd44","Fn1_Cd44"
"Fn1_Cd79a","Fn1","Cd79a","Fn1","Cd79a","Fn1_Cd79a"
"Fn1_Col13a1","Fn1","Col13a1","Fn1","Col13a1","Fn1_Col13a1"
"Fn1_Flt4","Fn1","Flt4","Fn1","Flt4","Fn1_Flt4"
"Fn1_Il17rc","Fn1","Il17rc","Fn1","Il17rc","Fn1_Il17rc"
"Fn1_Itga2","Fn1","Itga2","Fn1","Itga2","Fn1_Itga2"
"Fn1_Itga2b","Fn1","Itga2b","Fn1","Itga2b","Fn1_Itga2b"
"Fn1_Itga3","Fn1","Itga3","Fn1","Itga3","Fn1_Itga3"
"Fn1_Itga4","Fn1","Itga4","Fn1","Itga4","Fn1_Itga4"
"Fn1_Itga5","Fn1","Itga5","Fn1","Itga5","Fn1_Itga5"
"Fn1_Itga6","Fn1","Itga6","Fn1","Itga6","Fn1_Itga6"
"Fn1_Itga8","Fn1","Itga8","Fn1","Itga8","Fn1_Itga8"
"Fn1_Itga9","Fn1","Itga9","Fn1","Itga9","Fn1_Itga9"
"Fn1_Itgav","Fn1","Itgav","Fn1","Itgav","Fn1_Itgav"
"Fn1_Itgb1","Fn1","Itgb1","Fn1","Itgb1","Fn1_Itgb1"
"Fn1_Itgb3","Fn1","Itgb3","Fn1","Itgb3","Fn1_Itgb3"
"Fn1_Itgb6","Fn1","Itgb6","Fn1","Itgb6","Fn1_Itgb6"
"Fn1_Itgb7","Fn1","Itgb7","Fn1","Itgb7","Fn1_Itgb7"
"Fn1_Itgb8","Fn1","Itgb8","Fn1","Itgb8","Fn1_Itgb8"
"Fn1_Mag","Fn1","Mag","Fn1","Mag","Fn1_Mag"
"Fn1_Nt5e","Fn1","Nt5e","Fn1","Nt5e","Fn1_Nt5e"
"Fn1_Plaur","Fn1","Plaur","Fn1","Plaur","Fn1_Plaur"
"Fn1_Robo4","Fn1","Robo4","Fn1","Robo4","Fn1_Robo4"
"Fn1_Sdc2","Fn1","Sdc2","Fn1","Sdc2","Fn1_Sdc2"
"Fn1_Tmprss6","Fn1","Tmprss6","Fn1","Tmprss6","Fn1_Tmprss6"
"Fn1_Tnfrsf11b","Fn1","Tnfrsf11b","Fn1","Tnfrsf11b","Fn1_Tnfrsf11b"
"Fn1_Tshr","Fn1","Tshr","Fn1","Tshr","Fn1_Tshr"
"Fshb_Fshr","Fshb","Fshr","Fshb","Fshr","Fshb_Fshr"
"Fst_Bmpr1b","Fst","Bmpr1b","Fst","Bmpr1b","Fst_Bmpr1b"
"Fst_Bmpr2","Fst","Bmpr2","Fst","Bmpr2","Fst_Bmpr2"
"Fst_Hfe2","Fst","Hfe2","Fst","Hfe2","Fst_Hfe2"
"Gad1_Grm4","Gad1","Grm4","Gad1","Grm4","Gad1_Grm4"
"Galp_Galr1","Galp","Galr1","Galp","Galr1","Galp_Galr1"
"Galp_Galr2","Galp","Galr2","Galp","Galr2","Galp_Galr2"
"Galp_Galr3","Galp","Galr3","Galp","Galr3","Galp_Galr3"
"Gal_Galr1","Gal","Galr1","Gal","Galr1","Gal_Galr1"
"Gal_Galr2","Gal","Galr2","Gal","Galr2","Gal_Galr2"
"Gal_Galr3","Gal","Galr3","Gal","Galr3","Gal_Galr3"
"Gal_Gpr151","Gal","Gpr151","Gal","Gpr151","Gal_Gpr151"
"Gas6_Axl","Gas6","Axl","Gas6","Axl","Gas6_Axl"
"Gas6_Mertk","Gas6","Mertk","Gas6","Mertk","Gas6_Mertk"
"Gas6_Tyro3","Gas6","Tyro3","Gas6","Tyro3","Gas6_Tyro3"
"Gast_Cckbr","Gast","Cckbr","Gast","Cckbr","Gast_Cckbr"
"Gcg_Gcgr","Gcg","Gcgr","Gcg","Gcgr","Gcg_Gcgr"
"Gcg_Glp1r","Gcg","Glp1r","Gcg","Glp1r","Gcg_Glp1r"
"Gcg_Glp2r","Gcg","Glp2r","Gcg","Glp2r","Gcg_Glp2r"
"Gdf10_Acvr1b","Gdf10","Acvr1b","Gdf10","Acvr1b","Gdf10_Acvr1b"
"Gdf11_Acvr1b","Gdf11","Acvr1b","Gdf11","Acvr1b","Gdf11_Acvr1b"
"Gdf11_Acvr2a","Gdf11","Acvr2a","Gdf11","Acvr2a","Gdf11_Acvr2a"
"Gdf11_Acvr2b","Gdf11","Acvr2b","Gdf11","Acvr2b","Gdf11_Acvr2b"
"Gdf2_Acvr1","Gdf2","Acvr1","Gdf2","Acvr1","Gdf2_Acvr1"
"Gdf2_Acvr2a","Gdf2","Acvr2a","Gdf2","Acvr2a","Gdf2_Acvr2a"
"Gdf2_Acvr2b","Gdf2","Acvr2b","Gdf2","Acvr2b","Gdf2_Acvr2b"
"Gdf2_Acvrl1","Gdf2","Acvrl1","Gdf2","Acvrl1","Gdf2_Acvrl1"
"Gdf2_Bmpr2","Gdf2","Bmpr2","Gdf2","Bmpr2","Gdf2_Bmpr2"
"Gdf2_Eng","Gdf2","Eng","Gdf2","Eng","Gdf2_Eng"
"Gdf5_Acvr1","Gdf5","Acvr1","Gdf5","Acvr1","Gdf5_Acvr1"
"Gdf5_Acvr2a","Gdf5","Acvr2a","Gdf5","Acvr2a","Gdf5_Acvr2a"
"Gdf5_Acvr2b","Gdf5","Acvr2b","Gdf5","Acvr2b","Gdf5_Acvr2b"
"Gdf5_Bmpr1a","Gdf5","Bmpr1a","Gdf5","Bmpr1a","Gdf5_Bmpr1a"
"Gdf5_Bmpr1b","Gdf5","Bmpr1b","Gdf5","Bmpr1b","Gdf5_Bmpr1b"
"Gdf5_Bmpr2","Gdf5","Bmpr2","Gdf5","Bmpr2","Gdf5_Bmpr2"
"Gdf5_Ror2","Gdf5","Ror2","Gdf5","Ror2","Gdf5_Ror2"
"Gdf6_Bmpr1a","Gdf6","Bmpr1a","Gdf6","Bmpr1a","Gdf6_Bmpr1a"
"Gdf6_Bmpr1b","Gdf6","Bmpr1b","Gdf6","Bmpr1b","Gdf6_Bmpr1b"
"Gdf6_Bmpr2","Gdf6","Bmpr2","Gdf6","Bmpr2","Gdf6_Bmpr2"
"Gdf7_Acvr2a","Gdf7","Acvr2a","Gdf7","Acvr2a","Gdf7_Acvr2a"
"Gdf7_Bmpr1a","Gdf7","Bmpr1a","Gdf7","Bmpr1a","Gdf7_Bmpr1a"
"Gdf7_Bmpr2","Gdf7","Bmpr2","Gdf7","Bmpr2","Gdf7_Bmpr2"
"Gdf9_Acvr2a","Gdf9","Acvr2a","Gdf9","Acvr2a","Gdf9_Acvr2a"
"Gdf9_Bmpr1a","Gdf9","Bmpr1a","Gdf9","Bmpr1a","Gdf9_Bmpr1a"
"Gdf9_Bmpr1b","Gdf9","Bmpr1b","Gdf9","Bmpr1b","Gdf9_Bmpr1b"
"Gdf9_Bmpr2","Gdf9","Bmpr2","Gdf9","Bmpr2","Gdf9_Bmpr2"
"Gdf9_Fxyd6","Gdf9","Fxyd6","Gdf9","Fxyd6","Gdf9_Fxyd6"
"Gdf9_Orai2","Gdf9","Orai2","Gdf9","Orai2","Gdf9_Orai2"
"Gdf9_Tgfbr1","Gdf9","Tgfbr1","Gdf9","Tgfbr1","Gdf9_Tgfbr1"
"Gdnf_Ednrb","Gdnf","Ednrb","Gdnf","Ednrb","Gdnf_Ednrb"
"Gdnf_Gfra1","Gdnf","Gfra1","Gdnf","Gfra1","Gdnf_Gfra1"
"Gdnf_Gfra2","Gdnf","Gfra2","Gdnf","Gfra2","Gdnf_Gfra2"
"Gdnf_Ret","Gdnf","Ret","Gdnf","Ret","Gdnf_Ret"
"Gdnf_Slc44a5","Gdnf","Slc44a5","Gdnf","Slc44a5","Gdnf_Slc44a5"
"Gh1_Ghr","Gh1","Ghr","Gh","Ghr","Gh_Ghr"
"Gh1_Prlr","Gh1","Prlr","Gh","Gm21973","Gh_Gm21973"
"Gh1_Prlr","Gh1","Prlr","Gh","Prlr","Gh_Prlr"
"Gh2_Ghr","Gh2","Ghr","Gh","Ghr","Gh_Ghr"
"Ghrh_Ghrhr","Ghrh","Ghrhr","Ghrh","Ghrhr","Ghrh_Ghrhr"
"Ghrh_Vipr1","Ghrh","Vipr1","Ghrh","Vipr1","Ghrh_Vipr1"
"Ghrl_Ghrhr","Ghrl","Ghrhr","Ghrl","Ghrhr","Ghrl_Ghrhr"
"Ghrl_Ghsr","Ghrl","Ghsr","Ghrl","Ghsr","Ghrl_Ghsr"
"Ghrl_Gpr39","Ghrl","Gpr39","Ghrl","Gpr39","Ghrl_Gpr39"
"Ghrl_Mlnr","Ghrl","Mlnr","Ghrl",NA,"Ghrl_NA"
"Gip_Dpp4","Gip","Dpp4","Gip","Dpp4","Gip_Dpp4"
"Gip_Gipr","Gip","Gipr","Gip","Gipr","Gip_Gipr"
"Gip_Insr","Gip","Insr","Gip","Insr","Gip_Insr"
"Gnai2_Adcy1","Gnai2","Adcy1","Gnai2","Adcy1","Gnai2_Adcy1"
"Gnai2_Adcy7","Gnai2","Adcy7","Gnai2","Adcy7","Gnai2_Adcy7"
"Gnai2_Adcy8","Gnai2","Adcy8","Gnai2","Adcy8","Gnai2_Adcy8"
"Gnai2_Adcy9","Gnai2","Adcy9","Gnai2","Adcy9","Gnai2_Adcy9"
"Gnai2_Adora1","Gnai2","Adora1","Gnai2","Adora1","Gnai2_Adora1"
"Gnai2_Adra2a","Gnai2","Adra2a","Gnai2","Adra2a","Gnai2_Adra2a"
"Gnai2_Adra2b","Gnai2","Adra2b","Gnai2","Adra2b","Gnai2_Adra2b"
"Gnai2_Agtr2","Gnai2","Agtr2","Gnai2","Agtr2","Gnai2_Agtr2"
"Gnai2_C5ar1","Gnai2","C5ar1","Gnai2","C5ar1","Gnai2_C5ar1"
"Gnai2_Cav1","Gnai2","Cav1","Gnai2","Cav1","Gnai2_Cav1"
"Gnai2_Ccr5","Gnai2","Ccr5","Gnai2","Ccr5","Gnai2_Ccr5"
"Gnai2_Chrm1","Gnai2","Chrm1","Gnai2","Chrm1","Gnai2_Chrm1"
"Gnai2_Cnr1","Gnai2","Cnr1","Gnai2","Cnr1","Gnai2_Cnr1"
"Gnai2_Cxcr1","Gnai2","Cxcr1","Gnai2","Cxcr1","Gnai2_Cxcr1"
"Gnai2_Cxcr2","Gnai2","Cxcr2","Gnai2","Cxcr2","Gnai2_Cxcr2"
"Gnai2_Cxcr3","Gnai2","Cxcr3","Gnai2","Cxcr3","Gnai2_Cxcr3"
"Gnai2_Drd2","Gnai2","Drd2","Gnai2","Drd2","Gnai2_Drd2"
"Gnai2_Ednra","Gnai2","Ednra","Gnai2","Ednra","Gnai2_Ednra"
"Gnai2_Ednrb","Gnai2","Ednrb","Gnai2","Ednrb","Gnai2_Ednrb"
"Gnai2_Egfr","Gnai2","Egfr","Gnai2","Egfr","Gnai2_Egfr"
"Gnai2_F2r","Gnai2","F2r","Gnai2","F2r","Gnai2_F2r"
"Gnai2_Fpr1","Gnai2","Fpr1","Gnai2","Fpr1","Gnai2_Fpr1"
"Gnai2_Igf1r","Gnai2","Igf1r","Gnai2","Igf1r","Gnai2_Igf1r"
"Gnai2_Lhcgr","Gnai2","Lhcgr","Gnai2","Lhcgr","Gnai2_Lhcgr"
"Gnai2_Lpar3","Gnai2","Lpar3","Gnai2","Lpar3","Gnai2_Lpar3"
"Gnai2_Mtnr1a","Gnai2","Mtnr1a","Gnai2","Mtnr1a","Gnai2_Mtnr1a"
"Gnai2_Mtnr1b","Gnai2","Mtnr1b","Gnai2","Mtnr1b","Gnai2_Mtnr1b"
"Gnai2_Oprd1","Gnai2","Oprd1","Gnai2","Oprd1","Gnai2_Oprd1"
"Gnai2_Oprm1","Gnai2","Oprm1","Gnai2","Oprm1","Gnai2_Oprm1"
"Gnai2_P2ry12","Gnai2","P2ry12","Gnai2","P2ry12","Gnai2_P2ry12"
"Gnai2_Ptpru","Gnai2","Ptpru","Gnai2","Ptpru","Gnai2_Ptpru"
"Gnai2_S1pr1","Gnai2","S1pr1","Gnai2","S1pr1","Gnai2_S1pr1"
"Gnai2_S1pr3","Gnai2","S1pr3","Gnai2","S1pr3","Gnai2_S1pr3"
"Gnai2_S1pr4","Gnai2","S1pr4","Gnai2","S1pr4","Gnai2_S1pr4"
"Gnai2_S1pr5","Gnai2","S1pr5","Gnai2","S1pr5","Gnai2_S1pr5"
"Gnai2_Tbxa2r","Gnai2","Tbxa2r","Gnai2","Tbxa2r","Gnai2_Tbxa2r"
"Gnai2_Tshr","Gnai2","Tshr","Gnai2","Tshr","Gnai2_Tshr"
"Gnai2_Unc5b","Gnai2","Unc5b","Gnai2","Unc5b","Gnai2_Unc5b"
"Gnas_Adcy1","Gnas","Adcy1","Gnas","Adcy1","Gnas_Adcy1"
"Gnas_Adcy7","Gnas","Adcy7","Gnas","Adcy7","Gnas_Adcy7"
"Gnas_Adcy8","Gnas","Adcy8","Gnas","Adcy8","Gnas_Adcy8"
"Gnas_Adcy9","Gnas","Adcy9","Gnas","Adcy9","Gnas_Adcy9"
"Gnas_Adora1","Gnas","Adora1","Gnas","Adora1","Gnas_Adora1"
"Gnas_Adrb3","Gnas","Adrb3","Gnas","Adrb3","Gnas_Adrb3"
"Gnas_Avpr2","Gnas","Avpr2","Gnas","Avpr2","Gnas_Avpr2"
"Gnas_Crhr1","Gnas","Crhr1","Gnas","Crhr1","Gnas_Crhr1"
"Gnas_Gcgr","Gnas","Gcgr","Gnas","Gcgr","Gnas_Gcgr"
"Gnas_Glp1r","Gnas","Glp1r","Gnas","Glp1r","Gnas_Glp1r"
"Gnas_Htr6","Gnas","Htr6","Gnas","Htr6","Gnas_Htr6"
"Gnas_Lhcgr","Gnas","Lhcgr","Gnas","Lhcgr","Gnas_Lhcgr"
"Gnas_Ptgdr","Gnas","Ptgdr","Gnas","Ptgdr","Gnas_Ptgdr"
"Gnas_Ptgir","Gnas","Ptgir","Gnas","Ptgir","Gnas_Ptgir"
"Gnas_Tshr","Gnas","Tshr","Gnas","Tshr","Gnas_Tshr"
"Gnas_Vipr1","Gnas","Vipr1","Gnas","Vipr1","Gnas_Vipr1"
"Gnb3_Gabbr2","Gnb3","Gabbr2","Gnb3","Gabbr2","Gnb3_Gabbr2"
"Gnb3_Tgfbr1","Gnb3","Tgfbr1","Gnb3","Tgfbr1","Gnb3_Tgfbr1"
"Gnrh1_Gnrhr","Gnrh1","Gnrhr","Gnrh1","Gnrhr","Gnrh1_Gnrhr"
"Gnrh2_Gnrhr","Gnrh2","Gnrhr",NA,"Gnrhr","NA_Gnrhr"
"Gpc3_Cd81","Gpc3","Cd81","Gpc3","Cd81","Gpc3_Cd81"
"Gpc3_Igf1r","Gpc3","Igf1r","Gpc3","Igf1r","Gpc3_Igf1r"
"Gpha2_Tshr","Gpha2","Tshr","Gpha2","Tshr","Gpha2_Tshr"
"Gpi_Amfr","Gpi","Amfr","Gpi1","Amfr","Gpi1_Amfr"
"Grem1_Kdr","Grem1","Kdr","Grem1","Kdr","Grem1_Kdr"
"Grp_Brs3","Grp","Brs3","Grp","Brs3","Grp_Brs3"
"Grp_Grpr","Grp","Grpr","Grp","Grpr","Grp_Grpr"
"Grp_Nmbr","Grp","Nmbr","Grp","Nmbr","Grp_Nmbr"
"Gstp1_Traf2","Gstp1","Traf2","Gstp1","Traf2","Gstp1_Traf2"
"Gstp1_Traf2","Gstp1","Traf2","Gstp2","Traf2","Gstp2_Traf2"
"Guca2a_Gucy2c","Guca2a","Gucy2c","Guca2a","Gucy2c","Guca2a_Gucy2c"
"Guca2b_Gucy2c","Guca2b","Gucy2c","Guca2b","Gucy2c","Guca2b_Gucy2c"
"Guca2b_Gucy2d","Guca2b","Gucy2d","Guca2b","Gucy2e","Guca2b_Gucy2e"
"Gzmb_Chrm3","Gzmb","Chrm3","Gzmc","Chrm3","Gzmc_Chrm3"
"Gzmb_Chrm3","Gzmb","Chrm3","Gzmb","Chrm3","Gzmb_Chrm3"
"Gzmb_Igf2r","Gzmb","Igf2r","Gzmc","Igf2r","Gzmc_Igf2r"
"Gzmb_Igf2r","Gzmb","Igf2r","Gzmb","Igf2r","Gzmb_Igf2r"
"Gzmb_Pgrmc1","Gzmb","Pgrmc1","Gzmc","Pgrmc1","Gzmc_Pgrmc1"
"Gzmb_Pgrmc1","Gzmb","Pgrmc1","Gzmb","Pgrmc1","Gzmb_Pgrmc1"
"Has2_Cd44","Has2","Cd44","Has2","Cd44","Has2_Cd44"
"Has2_Hmmr","Has2","Hmmr","Has2","Hmmr","Has2_Hmmr"
"Hbegf_Cd44","Hbegf","Cd44","Hbegf","Cd44","Hbegf_Cd44"
"Hbegf_Cd82","Hbegf","Cd82","Hbegf","Cd82","Hbegf_Cd82"
"Hbegf_Cd9","Hbegf","Cd9","Hbegf","Cd9","Hbegf_Cd9"
"Hbegf_Egfr","Hbegf","Egfr","Hbegf","Egfr","Hbegf_Egfr"
"Hbegf_Erbb2","Hbegf","Erbb2","Hbegf","Erbb2","Hbegf_Erbb2"
"Hbegf_Erbb4","Hbegf","Erbb4","Hbegf","Erbb4","Hbegf_Erbb4"
"Hbegf_Prlr","Hbegf","Prlr","Hbegf","Gm21973","Hbegf_Gm21973"
"Hbegf_Prlr","Hbegf","Prlr","Hbegf","Prlr","Hbegf_Prlr"
"Hcrt_Hcrtr1","Hcrt","Hcrtr1","Hcrt","Hcrtr1","Hcrt_Hcrtr1"
"Hcrt_Hcrtr2","Hcrt","Hcrtr2","Hcrt","Hcrtr2","Hcrt_Hcrtr2"
"Hcrt_Npffr2","Hcrt","Npffr2","Hcrt","Npffr2","Hcrt_Npffr2"
"Hdc_Hrh1","Hdc","Hrh1","Hdc","Hrh1","Hdc_Hrh1"
"Hdc_Hrh2","Hdc","Hrh2","Hdc","Hrh2","Hdc_Hrh2"
"Hdc_Hrh3","Hdc","Hrh3","Hdc","Hrh3","Hdc_Hrh3"
"Hdc_Hrh4","Hdc","Hrh4","Hdc","Hrh4","Hdc_Hrh4"
"Hebp1_Fpr3","Hebp1","Fpr3","Hebp1","Fpr-rs3","Hebp1_Fpr-rs3"
"Hebp1_Fpr3","Hebp1","Fpr3","Hebp1","Fpr-rs4","Hebp1_Fpr-rs4"
"Hebp1_Fpr3","Hebp1","Fpr3","Hebp1","Fpr-rs7","Hebp1_Fpr-rs7"
"Hebp1_Fpr3","Hebp1","Fpr3","Hebp1","Fpr-rs6","Hebp1_Fpr-rs6"
"Hgf_Cd44","Hgf","Cd44","Hgf","Cd44","Hgf_Cd44"
"Hgf_Met","Hgf","Met","Hgf","Met","Hgf_Met"
"Hgf_Sdc1","Hgf","Sdc1","Hgf","Sdc1","Hgf_Sdc1"
"Hgf_Sdc2","Hgf","Sdc2","Hgf","Sdc2","Hgf_Sdc2"
"Hgf_St14","Hgf","St14","Hgf","St14","Hgf_St14"
"Hhipl2_Cachd1","Hhipl2","Cachd1","Hhipl2","Cachd1","Hhipl2_Cachd1"
"Hhla3_Chrm3","Hhla3","Chrm3",NA,"Chrm3","NA_Chrm3"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Bl","Aplp2","H2-Bl_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q2","Aplp2","H2-Q2_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-T23","Aplp2","H2-T23_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-K1","Aplp2","H2-K1_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q5","Aplp2","H2-Q5_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M5","Aplp2","H2-M5_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q1","Aplp2","H2-Q1_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M2","Aplp2","H2-M2_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M11","Aplp2","H2-M11_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-D1","Aplp2","H2-D1_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q6","Aplp2","H2-Q6_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q7","Aplp2","H2-Q7_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q4","Aplp2","H2-Q4_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","Gm8909","Aplp2","Gm8909_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","Gm7030","Aplp2","Gm7030_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M3","Aplp2","H2-M3_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M9","Aplp2","H2-M9_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-M1","Aplp2","H2-M1_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-Q10","Aplp2","H2-Q10_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","Gm11127","Aplp2","Gm11127_Aplp2"
"Hla-a_Aplp2","Hla-a","Aplp2","H2-T3","Aplp2","H2-T3_Aplp2"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Bl","Cd3d","H2-Bl_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Q2","Cd3d","H2-Q2_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-T23","Cd3d","H2-T23_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-K1","Cd3d","H2-K1_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Q5","Cd3d","H2-Q5_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-M5","Cd3d","H2-M5_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Q1","Cd3d","H2-Q1_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-M2","Cd3d","H2-M2_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-M11","Cd3d","H2-M11_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-D1","Cd3d","H2-D1_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Q6","Cd3d","H2-Q6_Cd3d"
"Hla-a_Cd3d","Hla-a","Cd3d","H2-Q7","Cd3d","H2-Q7_Cd3d"
